,上價,下價,中價,交易日期,交易量,作物代號,作物名稱,市場代號,市場名稱,平均價,Weekday
5,60.0,20.0,35.0,104.09.22,5620.0,LA1,甘藍-初秋,514,溪湖鎮,35.0,1
6,50.0,30.0,41.0,104.09.22,1598.0,LA1,甘藍-初秋,540,南投市,40.87,1
7,61.5,25.0,43.3,104.09.22,133767.0,LA1,甘藍-初秋,648,西螺鎮,43.3,1
8,69.9,46.8,56.3,104.09.22,18148.0,LA1,甘藍-初秋,800,高雄市,57.1,1
9,45.3,20.0,33.3,104.09.22,4300.0,LA1,甘藍-初秋,830,鳳山市,33.0,1
10,42.4,19.4,37.3,104.09.22,9986.0,LA1,甘藍-初秋,900,屏東市,34.7,1
11,55.0,25.0,35.0,104.09.22,8398.0,LA1,甘藍-初秋,930,台東市,34.0,1
12,36.1,26.3,30.2,104.09.22,1104.0,LA1,甘藍-初秋,950,花蓮市,30.6,1
0,58.6,41.5,52.7,104.09.23,5652.0,LA1,甘藍-初秋,104,台北二,51.6,2
1,60.0,39.2,49.8,104.09.23,21862.0,LA1,甘藍-初秋,109,台北一,49.7,2
2,55.4,37.7,46.5,104.09.23,1100.0,LA1,甘藍-初秋,241,三重市,46.5,2
3,50.0,20.0,35.0,104.09.23,2750.0,LA1,甘藍-初秋,260,宜蘭市,35.0,2
4,38.5,38.5,38.5,104.09.23,223.0,LA1,甘藍-初秋,338,桃園縣,38.5,2
5,50.7,34.0,39.0,104.09.23,1867.0,LA1,甘藍-初秋,400,台中市,38.1,2
6,57.0,20.0,33.0,104.09.23,9174.0,LA1,甘藍-初秋,514,溪湖鎮,33.0,2
7,48.0,30.0,36.0,104.09.23,1256.0,LA1,甘藍-初秋,540,南投市,35.42,2
8,68.7,25.7,53.4,104.09.23,23445.0,LA1,甘藍-初秋,800,高雄市,50.9,2
9,45.3,18.0,33.5,104.09.23,3540.0,LA1,甘藍-初秋,830,鳳山市,32.8,2
10,46.0,21.4,40.4,104.09.23,6906.0,LA1,甘藍-初秋,900,屏東市,37.7,2
11,55.0,20.0,35.0,104.09.23,5577.0,LA1,甘藍-初秋,930,台東市,29.0,2
0,60.6,34.7,49.0,104.09.24,2707.0,LA1,甘藍-初秋,104,台北二,48.4,3
1,55.5,33.9,41.0,104.09.24,25270.0,LA1,甘藍-初秋,109,台北一,42.5,3
2,50.0,25.0,30.6,104.09.24,896.0,LA1,甘藍-初秋,241,三重市,33.3,3
3,45.0,20.0,35.0,104.09.24,2750.0,LA1,甘藍-初秋,260,宜蘭市,33.3,3
4,40.0,40.0,40.0,104.09.24,1200.0,LA1,甘藍-初秋,338,桃園縣,40.0,3
5,51.3,25.0,42.4,104.09.24,2861.0,LA1,甘藍-初秋,400,台中市,35.7,3
6,55.0,20.0,33.0,104.09.24,5184.0,LA1,甘藍-初秋,514,溪湖鎮,33.0,3
7,38.0,23.0,33.0,104.09.24,1399.0,LA1,甘藍-初秋,540,南投市,32.5,3
8,58.0,20.5,40.3,104.09.24,144176.0,LA1,甘藍-初秋,648,西螺鎮,39.8,3
9,65.2,28.4,52.3,104.09.24,23314.0,LA1,甘藍-初秋,800,高雄市,50.1,3
10,45.7,26.1,35.1,104.09.24,3862.0,LA1,甘藍-初秋,830,鳳山市,35.4,3
11,43.3,28.9,36.5,104.09.24,7635.0,LA1,甘藍-初秋,900,屏東市,36.4,3
12,55.0,20.0,35.0,104.09.24,4518.0,LA1,甘藍-初秋,930,台東市,24.0,3
13,24.6,9.6,22.0,104.09.24,913.0,LA1,甘藍-初秋,950,花蓮市,20.0,3
0,47.1,28.9,33.4,104.09.25,14420.0,LA1,甘藍-初秋,104,台北二,35.2,4
1,56.3,27.4,45.6,104.09.25,23552.0,LA1,甘藍-初秋,109,台北一,44.1,4
2,50.0,25.0,36.4,104.09.25,540.0,LA1,甘藍-初秋,241,三重市,36.9,4
3,45.0,20.0,35.0,104.09.25,2850.0,LA1,甘藍-初秋,260,宜蘭市,33.3,4
4,45.0,45.0,45.0,104.09.25,1200.0,LA1,甘藍-初秋,338,桃園縣,45.0,4
5,37.5,20.0,27.0,104.09.25,2280.0,LA1,甘藍-初秋,400,台中市,24.0,4
6,53.0,20.0,34.0,104.09.25,4250.0,LA1,甘藍-初秋,514,溪湖鎮,34.0,4
7,37.0,23.0,30.0,104.09.25,1226.0,LA1,甘藍-初秋,540,南投市,29.6,4
8,53.2,18.4,36.6,104.09.25,153510.0,LA1,甘藍-初秋,648,西螺鎮,36.3,4
9,64.7,27.6,51.9,104.09.25,24146.0,LA1,甘藍-初秋,800,高雄市,49.6,4
10,44.1,25.0,35.0,104.09.25,4140.0,LA1,甘藍-初秋,830,鳳山市,34.8,4
11,41.4,22.2,34.2,104.09.25,11507.0,LA1,甘藍-初秋,900,屏東市,33.2,4
12,50.0,20.0,35.0,104.09.25,8689.0,LA1,甘藍-初秋,930,台東市,32.0,4
13,29.2,15.0,24.7,104.09.25,2530.0,LA1,甘藍-初秋,950,花蓮市,23.7,4
0,54.5,32.7,38.4,104.09.26,12263.0,LA1,甘藍-初秋,104,台北二,40.5,5
1,61.4,27.1,41.9,104.09.26,31163.0,LA1,甘藍-初秋,109,台北一,42.9,5
2,18.0,18.0,18.0,104.09.26,280.0,LA1,甘藍-初秋,241,三重市,18.0,5
3,40.0,20.0,30.0,104.09.26,2950.0,LA1,甘藍-初秋,260,宜蘭市,30.0,5
4,36.0,21.0,27.0,104.09.26,2630.0,LA1,甘藍-初秋,400,台中市,26.8,5
5,0.0,0.0,0.0,104.09.26,0.0,rest,休市,423,東勢鎮,0.0,5
6,55.0,20.0,34.0,104.09.26,4595.0,LA1,甘藍-初秋,514,溪湖鎮,34.0,5
7,40.0,17.0,32.0,104.09.26,902.0,LA1,甘藍-初秋,540,南投市,31.03,5
8,53.2,18.4,36.6,104.09.26,162143.0,LA1,甘藍-初秋,648,西螺鎮,36.3,5
9,65.7,30.5,51.9,104.09.26,25116.0,LA1,甘藍-初秋,800,高雄市,50.4,5
10,43.3,25.0,31.7,104.09.26,4160.0,LA1,甘藍-初秋,830,鳳山市,32.7,5
11,42.4,22.2,33.4,104.09.26,11098.0,LA1,甘藍-初秋,900,屏東市,33.0,5
12,50.0,20.0,35.0,104.09.26,8256.0,LA1,甘藍-初秋,930,台東市,35.0,5
13,36.3,22.6,32.8,104.09.26,3198.5,LA1,甘藍-初秋,950,花蓮市,31.4,5
0,65.8,39.7,61.6,104.09.27,5305.0,LA1,甘藍-初秋,104,台北二,58.1,6
1,0.0,0.0,0.0,104.09.27,0.0,rest,休市,105,台北市場,0.0,6
2,67.1,47.4,59.3,104.09.27,17453.0,LA1,甘藍-初秋,109,台北一,58.5,6
3,50.0,20.0,30.0,104.09.27,2750.0,LA1,甘藍-初秋,260,宜蘭市,33.3,6
4,38.4,24.0,34.7,104.09.27,5291.0,LA1,甘藍-初秋,400,台中市,29.9,6
5,0.0,0.0,0.0,104.09.27,0.0,rest,休市,400,台中市,0.0,6
6,0.0,0.0,0.0,104.09.27,0.0,rest,休市,423,東勢鎮,0.0,6
7,0.0,0.0,0.0,104.09.27,0.0,rest,休市,512,永靖鄉,0.0,6
8,55.0,20.0,34.0,104.09.27,5286.0,LA1,甘藍-初秋,514,溪湖鎮,34.0,6
9,0.0,0.0,0.0,104.09.27,0.0,rest,休市,514,溪湖鎮,0.0,6
10,40.0,27.0,39.5,104.09.27,656.0,LA1,甘藍-初秋,540,南投市,39.02,6
11,0.0,0.0,0.0,104.09.27,0.0,rest,休市,600,嘉義市,0.0,6
12,0.0,0.0,0.0,104.09.27,0.0,rest,休市,648,西螺鎮,0.0,6
13,0.0,0.0,0.0,104.09.27,0.0,rest,休市,700,台南市場,0.0,6
14,66.9,33.8,53.7,104.09.27,23072.0,LA1,甘藍-初秋,800,高雄市,52.4,6
15,0.0,0.0,0.0,104.09.27,0.0,rest,休市,800,高雄市,0.0,6
16,45.2,25.0,32.1,104.09.27,4830.0,LA1,甘藍-初秋,830,鳳山市,33.3,6
17,39.7,25.6,32.0,104.09.27,4922.0,LA1,甘藍-初秋,900,屏東市,32.0,6
18,50.0,20.0,35.0,104.09.27,10555.0,LA1,甘藍-初秋,930,台東市,35.0,6
19,0.0,0.0,0.0,104.09.27,0.0,rest,休市,950,花蓮市,0.0,6
0,0.0,0.0,0.0,104.09.28,0.0,rest,休市,104,台北二,0.0,0
1,0.0,0.0,0.0,104.09.28,0.0,rest,休市,105,台北市場,0.0,0
2,0.0,0.0,0.0,104.09.28,0.0,rest,休市,109,台北一,0.0,0
3,0.0,0.0,0.0,104.09.28,0.0,rest,休市,241,三重市,0.0,0
4,0.0,0.0,0.0,104.09.28,0.0,rest,休市,260,宜蘭市,0.0,0
5,0.0,0.0,0.0,104.09.28,0.0,rest,休市,338,桃園縣,0.0,0
6,0.0,0.0,0.0,104.09.28,0.0,rest,休市,400,台中市,0.0,0
7,0.0,0.0,0.0,104.09.28,0.0,rest,休市,423,東勢鎮,0.0,0
8,0.0,0.0,0.0,104.09.28,0.0,rest,休市,512,永靖鄉,0.0,0
9,60.0,33.0,40.0,104.09.28,5805.0,LA1,甘藍-初秋,514,溪湖鎮,40.0,0
10,0.0,0.0,0.0,104.09.28,0.0,rest,休市,514,溪湖鎮,0.0,0
11,0.0,0.0,0.0,104.09.28,0.0,rest,休市,540,南投市,0.0,0
12,0.0,0.0,0.0,104.09.28,0.0,rest,休市,600,嘉義市,0.0,0
13,52.3,18.4,36.7,104.09.28,96911.0,LA1,甘藍-初秋,648,西螺鎮,36.1,0
14,0.0,0.0,0.0,104.09.28,0.0,rest,休市,700,台南市場,0.0,0
15,0.0,0.0,0.0,104.09.28,0.0,rest,休市,800,高雄市,0.0,0
16,0.0,0.0,0.0,104.09.28,0.0,rest,休市,830,鳳山市,0.0,0
17,0.0,0.0,0.0,104.09.28,0.0,rest,休市,900,屏東市,0.0,0
18,0.0,0.0,0.0,104.09.28,0.0,rest,休市,930,台東市,0.0,0
19,0.0,0.0,0.0,104.09.28,0.0,rest,休市,950,花蓮市,0.0,0
0,67.1,39.9,53.3,104.10.01,4260.0,LA1,甘藍-初秋,104,台北二,53.3,3
1,66.1,31.0,56.8,104.10.01,13501.0,LA1,甘藍-初秋,109,台北一,56.8,3
2,40.0,28.3,40.0,104.10.01,120.0,LA1,甘藍-初秋,241,三重市,37.7,3
0,61.9,38.5,51.1,104.10.02,11437.0,LA1,甘藍-初秋,104,台北二,50.7,4
1,65.4,40.8,54.6,104.10.02,13842.0,LA1,甘藍-初秋,109,台北一,54.0,4
2,50.0,20.0,30.0,104.10.02,1750.0,LA1,甘藍-初秋,260,宜蘭市,33.3,4
3,50.0,25.0,37.3,104.10.02,1300.0,LA1,甘藍-初秋,400,台中市,33.7,4
4,67.0,32.0,49.0,104.10.02,2794.0,LA1,甘藍-初秋,514,溪湖鎮,49.0,4
5,58.0,30.0,47.0,104.10.02,501.0,LA1,甘藍-初秋,540,南投市,46.0,4
6,63.3,26.7,44.3,104.10.02,142357.0,LA1,甘藍-初秋,648,西螺鎮,44.6,4
7,70.9,43.7,56.4,104.10.02,19062.0,LA1,甘藍-初秋,800,高雄市,56.8,4
8,52.2,28.2,37.8,104.10.02,4440.0,LA1,甘藍-初秋,830,鳳山市,38.7,4
9,49.8,27.3,38.3,104.10.02,7684.0,LA1,甘藍-初秋,900,屏東市,38.3,4
10,50.0,20.0,35.0,104.10.02,3619.0,LA1,甘藍-初秋,930,台東市,32.0,4
11,47.0,31.9,42.8,104.10.02,1700.0,LA1,甘藍-初秋,950,花蓮市,41.5,4
0,50.0,27.0,36.2,104.10.03,16381.0,LA1,甘藍-初秋,104,台北二,37.1,5
1,54.5,27.2,36.5,104.10.03,51418.0,LA1,甘藍-初秋,109,台北一,38.2,5
2,51.0,35.0,38.0,104.10.03,3400.0,LA1,甘藍-初秋,241,三重市,40.0,5
3,40.0,20.0,30.0,104.10.03,2950.0,LA1,甘藍-初秋,260,宜蘭市,30.0,5
4,49.5,26.2,38.6,104.10.03,9709.0,LA1,甘藍-初秋,400,台中市,35.3,5
5,0.0,0.0,0.0,104.10.03,0.0,rest,休市,423,東勢鎮,0.0,5
6,60.0,32.0,45.0,104.10.03,3856.0,LA1,甘藍-初秋,514,溪湖鎮,45.0,5
7,0.0,0.0,0.0,104.10.03,0.0,rest,休市,514,溪湖鎮,0.0,5
8,50.0,15.0,41.0,104.10.03,572.0,LA1,甘藍-初秋,540,南投市,40.53,5
9,63.0,26.7,44.5,104.10.03,164405.0,LA1,甘藍-初秋,648,西螺鎮,44.6,5
10,66.0,35.7,54.3,104.10.03,24107.0,LA1,甘藍-初秋,800,高雄市,52.9,5
11,48.6,39.4,41.0,104.10.03,5380.0,LA1,甘藍-初秋,830,鳳山市,42.2,5
12,49.4,30.4,43.7,104.10.03,9783.0,LA1,甘藍-初秋,900,屏東市,42.2,5
13,55.0,20.0,35.0,104.10.03,5736.0,LA1,甘藍-初秋,930,台東市,31.0,5
14,45.0,30.2,37.8,104.10.03,2154.0,LA1,甘藍-初秋,950,花蓮市,37.7,5
0,75.8,31.2,48.8,104.10.04,8276.0,LA1,甘藍-初秋,104,台北二,50.7,6
1,0.0,0.0,0.0,104.10.04,0.0,rest,休市,105,台北市場,0.0,6
2,62.3,32.0,49.5,104.10.04,27713.0,LA1,甘藍-初秋,109,台北一,48.6,6
3,48.0,42.3,46.5,104.10.04,2700.0,LA1,甘藍-初秋,241,三重市,45.9,6
4,40.0,20.0,30.0,104.10.04,3120.0,LA1,甘藍-初秋,260,宜蘭市,30.0,6
5,40.0,24.6,35.3,104.10.04,5895.0,LA1,甘藍-初秋,400,台中市,34.9,6
6,0.0,0.0,0.0,104.10.04,0.0,rest,休市,400,台中市,0.0,6
7,0.0,0.0,0.0,104.10.04,0.0,rest,休市,423,東勢鎮,0.0,6
8,0.0,0.0,0.0,104.10.04,0.0,rest,休市,512,永靖鄉,0.0,6
9,55.0,31.0,39.0,104.10.04,3561.0,LA1,甘藍-初秋,514,溪湖鎮,39.0,6
10,56.0,36.0,48.0,104.10.04,616.0,LA1,甘藍-初秋,540,南投市,47.41,6
11,0.0,0.0,0.0,104.10.04,0.0,rest,休市,648,西螺鎮,0.0,6
12,0.0,0.0,0.0,104.10.04,0.0,rest,休市,700,台南市場,0.0,6
13,66.7,38.0,54.0,104.10.04,24169.0,LA1,甘藍-初秋,800,高雄市,53.3,6
14,0.0,0.0,0.0,104.10.04,0.0,rest,休市,800,高雄市,0.0,6
15,48.1,22.1,34.5,104.10.04,4720.0,LA1,甘藍-初秋,830,鳳山市,34.8,6
16,47.1,20.9,39.7,104.10.04,11646.0,LA1,甘藍-初秋,900,屏東市,37.5,6
17,55.0,20.0,35.0,104.10.04,7102.0,LA1,甘藍-初秋,930,台東市,35.0,6
18,0.0,0.0,0.0,104.10.04,0.0,rest,休市,950,花蓮市,0.0,6
0,0.0,0.0,0.0,104.10.05,0.0,rest,休市,104,台北二,0.0,0
1,0.0,0.0,0.0,104.10.05,0.0,rest,休市,109,台北一,0.0,0
2,0.0,0.0,0.0,104.10.05,0.0,rest,休市,241,三重市,0.0,0
3,0.0,0.0,0.0,104.10.05,0.0,rest,休市,260,宜蘭市,0.0,0
4,0.0,0.0,0.0,104.10.05,0.0,rest,休市,338,桃園縣,0.0,0
5,0.0,0.0,0.0,104.10.05,0.0,rest,休市,400,台中市,0.0,0
6,60.0,30.0,43.0,104.10.05,4370.0,LA1,甘藍-初秋,514,溪湖鎮,43.0,0
7,0.0,0.0,0.0,104.10.05,0.0,rest,休市,540,南投市,0.0,0
8,63.0,26.7,44.5,104.10.05,169243.0,LA1,甘藍-初秋,648,西螺鎮,44.7,0
9,0.0,0.0,0.0,104.10.05,0.0,rest,休市,800,高雄市,0.0,0
10,0.0,0.0,0.0,104.10.05,0.0,rest,休市,830,鳳山市,0.0,0
11,0.0,0.0,0.0,104.10.05,0.0,rest,休市,900,屏東市,0.0,0
12,0.0,0.0,0.0,104.10.05,0.0,rest,休市,930,台東市,0.0,0
0,58.3,29.4,40.2,104.10.06,9500.0,LA1,甘藍-初秋,104,台北二,41.7,1
1,58.3,33.0,42.9,104.10.06,35179.0,LA1,甘藍-初秋,109,台北一,44.0,1
2,48.0,37.0,40.2,104.10.06,2400.0,LA1,甘藍-初秋,241,三重市,41.1,1
3,40.0,20.0,30.0,104.10.06,3120.0,LA1,甘藍-初秋,260,宜蘭市,30.0,1
4,51.3,24.3,37.0,104.10.06,6122.0,LA1,甘藍-初秋,400,台中市,35.1,1
5,60.0,30.0,43.0,104.10.06,4260.0,LA1,甘藍-初秋,514,溪湖鎮,43.0,1
6,60.0,33.0,52.0,104.10.06,449.0,LA1,甘藍-初秋,540,南投市,51.64,1
7,63.0,26.7,44.5,104.10.06,158223.0,LA1,甘藍-初秋,648,西螺鎮,44.6,1
8,66.7,36.4,53.5,104.10.06,24224.0,LA1,甘藍-初秋,800,高雄市,52.7,1
9,48.4,30.0,37.1,104.10.06,4110.0,LA1,甘藍-初秋,830,鳳山市,38.0,1
10,46.6,30.1,41.4,104.10.06,10975.0,LA1,甘藍-初秋,900,屏東市,40.2,1
11,55.0,25.0,40.0,104.10.06,10060.0,LA1,甘藍-初秋,930,台東市,35.0,1
12,45.4,34.5,43.8,104.10.06,1291.0,LA1,甘藍-初秋,950,花蓮市,42.2,1
0,59.4,30.5,41.1,104.10.07,11020.0,LA1,甘藍-初秋,104,台北二,42.6,2
1,53.6,31.7,41.6,104.10.07,35335.0,LA1,甘藍-初秋,109,台北一,42.0,2
2,40.0,40.0,40.0,104.10.07,1800.0,LA1,甘藍-初秋,241,三重市,40.0,2
3,40.0,20.0,30.0,104.10.07,2850.0,LA1,甘藍-初秋,260,宜蘭市,30.0,2
4,40.8,22.8,32.2,104.10.07,6848.0,LA1,甘藍-初秋,400,台中市,29.9,2
5,60.0,32.0,42.0,104.10.07,4454.0,LA1,甘藍-初秋,514,溪湖鎮,42.0,2
6,56.0,28.0,46.0,104.10.07,853.0,LA1,甘藍-初秋,540,南投市,45.3,2
7,61.5,26.7,43.3,104.10.07,170452.0,LA1,甘藍-初秋,648,西螺鎮,43.6,2
8,68.0,39.7,54.3,104.10.07,23144.0,LA1,甘藍-初秋,800,高雄市,54.1,2
9,45.4,30.0,36.2,104.10.07,4570.0,LA1,甘藍-初秋,830,鳳山市,36.8,2
10,45.8,29.8,40.3,104.10.07,9587.0,LA1,甘藍-初秋,900,屏東市,39.3,2
11,55.0,20.0,35.0,104.10.07,5842.0,LA1,甘藍-初秋,930,台東市,34.0,2
12,42.1,30.7,38.1,104.10.07,2894.5,LA1,甘藍-初秋,950,花蓮市,37.4,2
0,58.6,31.5,42.0,104.10.08,9606.0,LA1,甘藍-初秋,104,台北二,43.2,3
1,57.0,29.4,45.0,104.10.08,28519.0,LA1,甘藍-初秋,109,台北一,44.3,3
2,42.0,40.0,41.7,104.10.08,2600.0,LA1,甘藍-初秋,241,三重市,41.4,3
3,45.0,35.0,40.0,104.10.08,2750.0,LA1,甘藍-初秋,260,宜蘭市,40.0,3
4,51.0,40.0,47.4,104.10.08,5040.0,LA1,甘藍-初秋,400,台中市,44.3,3
5,58.0,30.0,40.0,104.10.08,4244.0,LA1,甘藍-初秋,514,溪湖鎮,40.0,3
6,71.0,25.0,51.0,104.10.08,581.0,LA1,甘藍-初秋,540,南投市,50.12,3
7,0.0,0.0,0.0,104.10.08,0.0,rest,休市,600,嘉義市,0.0,3
8,67.1,38.6,53.8,104.10.08,24098.0,LA1,甘藍-初秋,800,高雄市,53.4,3
9,48.2,30.0,36.1,104.10.08,3430.0,LA1,甘藍-初秋,830,鳳山市,37.3,3
10,46.6,29.3,38.7,104.10.08,10968.0,LA1,甘藍-初秋,900,屏東市,38.4,3
11,50.0,20.0,35.0,104.10.08,6011.0,LA1,甘藍-初秋,930,台東市,34.0,3
0,56.7,33.7,44.2,104.10.09,9866.0,LA1,甘藍-初秋,104,台北二,44.6,4
1,62.8,29.7,53.6,104.10.09,17786.0,LA1,甘藍-初秋,109,台北一,50.6,4
2,47.5,40.2,47.5,104.10.09,2020.0,LA1,甘藍-初秋,241,三重市,46.0,4
3,50.0,35.0,45.0,104.10.09,2250.0,LA1,甘藍-初秋,260,宜蘭市,43.3,4
4,51.0,27.8,44.8,104.10.09,6120.0,LA1,甘藍-初秋,400,台中市,38.8,4
5,60.0,20.0,40.0,104.10.09,5750.0,LA1,甘藍-初秋,514,溪湖鎮,40.0,4
6,58.0,25.0,43.0,104.10.09,1346.0,LA1,甘藍-初秋,540,南投市,42.7,4
7,58.6,23.4,37.0,104.10.09,174097.0,LA1,甘藍-初秋,648,西螺鎮,38.6,4
8,65.3,36.2,52.5,104.10.09,25119.0,LA1,甘藍-初秋,800,高雄市,51.8,4
9,50.0,26.1,34.1,104.10.09,3590.0,LA1,甘藍-初秋,830,鳳山市,35.7,4
10,48.7,23.0,42.2,104.10.09,5918.0,LA1,甘藍-初秋,900,屏東市,39.7,4
11,50.0,20.0,35.0,104.10.09,6400.0,LA1,甘藍-初秋,930,台東市,32.0,4
12,47.4,33.3,43.7,104.10.09,3394.0,LA1,甘藍-初秋,950,花蓮市,42.4,4
0,67.8,38.4,49.2,104.10.10,4611.0,LA1,甘藍-初秋,104,台北二,50.8,5
1,69.3,42.5,61.9,104.10.10,21063.0,LA1,甘藍-初秋,109,台北一,59.5,5
2,50.5,50.5,50.5,104.10.10,1800.0,LA1,甘藍-初秋,241,三重市,50.5,5
3,50.0,35.0,45.0,104.10.10,2450.0,LA1,甘藍-初秋,260,宜蘭市,43.3,5
4,50.0,32.0,47.0,104.10.10,6517.0,LA1,甘藍-初秋,400,台中市,41.0,5
5,54.0,20.0,38.0,104.10.10,4720.0,LA1,甘藍-初秋,514,溪湖鎮,38.0,5
6,58.0,7.0,42.0,104.10.10,950.0,LA1,甘藍-初秋,540,南投市,41.39,5
7,59.8,23.4,40.3,104.10.10,156203.0,LA1,甘藍-初秋,648,西螺鎮,40.8,5
8,66.6,40.5,52.4,104.10.10,26288.0,LA1,甘藍-初秋,800,高雄市,52.9,5
9,49.6,36.1,43.2,104.10.10,4830.0,LA1,甘藍-初秋,830,鳳山市,43.1,5
10,47.1,36.0,44.5,104.10.10,8457.0,LA1,甘藍-初秋,900,屏東市,43.3,5
11,50.0,20.0,35.0,104.10.10,7449.0,LA1,甘藍-初秋,930,台東市,33.0,5
12,55.6,36.9,47.0,104.10.10,3609.0,LA1,甘藍-初秋,950,花蓮市,46.7,5
0,59.8,34.3,49.6,104.10.11,9155.0,LA1,甘藍-初秋,104,台北二,48.6,6
1,0.0,0.0,0.0,104.10.11,0.0,rest,休市,105,台北市場,0.0,6
2,70.4,37.5,59.2,104.10.11,27177.0,LA1,甘藍-初秋,109,台北一,57.1,6
3,55.0,44.0,51.0,104.10.11,4488.0,LA1,甘藍-初秋,241,三重市,50.4,6
4,50.0,35.0,45.0,104.10.11,2650.0,LA1,甘藍-初秋,260,宜蘭市,43.3,6
5,51.0,22.3,46.4,104.10.11,5430.0,LA1,甘藍-初秋,400,台中市,42.7,6
6,0.0,0.0,0.0,104.10.11,0.0,rest,休市,423,東勢鎮,0.0,6
7,0.0,0.0,0.0,104.10.11,0.0,rest,休市,512,永靖鄉,0.0,6
8,60.0,23.0,35.0,104.10.11,3705.0,LA1,甘藍-初秋,514,溪湖鎮,35.0,6
9,0.0,0.0,0.0,104.10.11,0.0,rest,休市,514,溪湖鎮,0.0,6
10,60.0,45.0,52.0,104.10.11,395.0,LA1,甘藍-初秋,540,南投市,51.85,6
11,0.0,0.0,0.0,104.10.11,0.0,rest,休市,600,嘉義市,0.0,6
12,0.0,0.0,0.0,104.10.11,0.0,rest,休市,648,西螺鎮,0.0,6
13,70.3,47.5,57.5,104.10.11,19412.0,LA1,甘藍-初秋,800,高雄市,58.1,6
14,55.2,35.1,46.9,104.10.11,3290.0,LA1,甘藍-初秋,830,鳳山市,46.2,6
15,56.7,25.2,50.8,104.10.11,4411.0,LA1,甘藍-初秋,900,屏東市,46.9,6
16,55.0,20.0,35.0,104.10.11,10090.0,LA1,甘藍-初秋,930,台東市,33.0,6
17,0.0,0.0,0.0,104.10.11,0.0,rest,休市,950,花蓮市,0.0,6
0,0.0,0.0,0.0,104.10.12,0.0,rest,休市,104,台北二,0.0,0
1,0.0,0.0,0.0,104.10.12,0.0,rest,休市,109,台北一,0.0,0
2,0.0,0.0,0.0,104.10.12,0.0,rest,休市,241,三重市,0.0,0
3,0.0,0.0,0.0,104.10.12,0.0,rest,休市,260,宜蘭市,0.0,0
4,0.0,0.0,0.0,104.10.12,0.0,rest,休市,338,桃園縣,0.0,0
5,0.0,0.0,0.0,104.10.12,0.0,rest,休市,400,台中市,0.0,0
6,53.0,23.0,35.0,104.10.12,6478.0,LA1,甘藍-初秋,514,溪湖鎮,33.0,0
7,0.0,0.0,0.0,104.10.12,0.0,rest,休市,540,南投市,0.0,0
8,64.5,23.4,43.3,104.10.12,149904.0,LA1,甘藍-初秋,648,西螺鎮,43.5,0
9,0.0,0.0,0.0,104.10.12,0.0,rest,休市,800,高雄市,0.0,0
10,0.0,0.0,0.0,104.10.12,0.0,rest,休市,830,鳳山市,0.0,0
11,0.0,0.0,0.0,104.10.12,0.0,rest,休市,900,屏東市,0.0,0
12,0.0,0.0,0.0,104.10.12,0.0,rest,休市,930,台東市,0.0,0
0,68.7,37.9,49.2,104.10.13,9379.0,LA1,甘藍-初秋,104,台北二,50.9,1
1,71.1,44.3,65.6,104.10.13,18779.0,LA1,甘藍-初秋,109,台北一,62.4,1
2,61.0,48.2,57.5,104.10.13,6060.0,LA1,甘藍-初秋,241,三重市,56.3,1
3,60.0,35.0,50.0,104.10.13,2150.0,LA1,甘藍-初秋,260,宜蘭市,48.3,1
4,56.0,56.0,56.0,104.10.13,140.0,LA1,甘藍-初秋,338,桃園縣,56.0,1
5,51.0,28.5,41.2,104.10.13,5650.0,LA1,甘藍-初秋,400,台中市,42.0,1
6,64.0,25.0,40.0,104.10.13,5650.0,LA1,甘藍-初秋,514,溪湖鎮,40.0,1
7,0.0,0.0,0.0,104.10.13,0.0,rest,休市,514,溪湖鎮,0.0,1
8,67.0,40.0,52.0,104.10.13,758.0,LA1,甘藍-初秋,540,南投市,51.94,1
9,63.3,23.4,43.3,104.10.13,155467.0,LA1,甘藍-初秋,648,西螺鎮,43.3,1
10,0.0,0.0,0.0,104.10.13,0.0,rest,休市,700,台南市場,0.0,1
11,71.3,45.7,56.9,104.10.13,21128.0,LA1,甘藍-初秋,800,高雄市,57.5,1
12,56.3,36.1,42.6,104.10.13,3450.0,LA1,甘藍-初秋,830,鳳山市,44.1,1
13,53.4,39.0,45.9,104.10.13,8474.0,LA1,甘藍-初秋,900,屏東市,45.9,1
14,55.0,25.0,40.0,104.10.13,8623.0,LA1,甘藍-初秋,930,台東市,38.0,1
15,49.1,25.1,41.4,104.10.13,5489.0,LA1,甘藍-初秋,950,花蓮市,39.7,1
0,65.3,36.0,51.3,104.10.14,7968.0,LA1,甘藍-初秋,104,台北二,51.0,2
1,72.3,40.0,60.8,104.10.14,23108.0,LA1,甘藍-初秋,109,台北一,58.9,2
2,60.0,35.0,50.0,104.10.14,1890.0,LA1,甘藍-初秋,260,宜蘭市,48.3,2
3,50.5,50.0,50.2,104.10.14,1140.0,LA1,甘藍-初秋,338,桃園縣,50.2,2
4,59.4,31.8,50.1,104.10.14,5354.0,LA1,甘藍-初秋,400,台中市,40.5,2
5,0.0,0.0,0.0,104.10.14,0.0,rest,休市,400,台中市,0.0,2
6,65.0,25.0,42.0,104.10.14,8204.0,LA1,甘藍-初秋,514,溪湖鎮,41.0,2
7,50.0,35.0,44.0,104.10.14,454.0,LA1,甘藍-初秋,540,南投市,43.1,2
