,上價,下價,中價,交易日期,交易量,作物代號,作物名稱,市場代號,市場名稱,平均價,Weekday
8,26.3,9.6,18.0,102.07.04,204646.0,LA1,甘藍-初秋,648,西螺鎮,18.0,3
9,28.5,17.5,24.2,102.07.04,32850.0,LA1,甘藍-初秋,800,高雄市,23.7,3
10,23.6,15.2,18.7,102.07.04,11230.0,LA1,甘藍-初秋,830,鳳山市,18.97,3
11,23.4,13.7,19.7,102.07.04,13413.0,LA1,甘藍-初秋,900,屏東市,19.2,3
12,37.0,20.0,30.0,102.07.04,6447.0,LA1,甘藍-初秋,930,台東市,30.0,3
13,23.0,6.8,16.5,102.07.04,2471.0,LA1,甘藍-初秋,950,花蓮市,15.9,3
0,21.8,14.0,18.9,102.07.05,32665.0,LA1,甘藍-初秋,104,台北二,18.5,4
1,23.5,14.8,19.5,102.07.05,89257.0,LA1,甘藍-初秋,109,台北一,19.4,4
2,21.7,7.0,9.8,102.07.05,5785.0,LA1,甘藍-初秋,241,三重市,11.6,4
3,22.0,15.0,18.0,102.07.05,16450.0,LA1,甘藍-初秋,260,宜蘭市,18.3,4
4,22.0,15.0,20.3,102.07.05,1200.0,LA1,甘藍-初秋,338,桃園縣,20.3,4
5,23.8,15.4,19.1,102.07.05,6232.0,LA1,甘藍-初秋,400,台中市,20.5,4
6,26.0,16.0,22.0,102.07.05,2350.0,LA1,甘藍-初秋,514,溪湖鎮,22.0,4
7,27.0,16.0,20.0,102.07.05,1112.0,LA1,甘藍-初秋,540,南投市,19.96,4
8,26.3,9.6,18.0,102.07.05,212260.0,LA1,甘藍-初秋,648,西螺鎮,18.0,4
9,29.1,17.9,25.1,102.07.05,32525.0,LA1,甘藍-初秋,800,高雄市,24.5,4
10,23.4,12.5,18.0,102.07.05,13740.0,LA1,甘藍-初秋,830,鳳山市,17.95,4
11,22.0,13.2,20.3,102.07.05,15741.0,LA1,甘藍-初秋,900,屏東市,19.2,4
12,38.0,25.0,32.0,102.07.05,3809.0,LA1,甘藍-初秋,930,台東市,31.0,4
13,26.0,21.0,25.0,102.07.05,1036.0,LA1,甘藍-初秋,950,花蓮市,24.0,4
0,24.8,16.2,22.1,102.07.06,28148.0,LA1,甘藍-初秋,104,台北二,21.5,5
1,26.9,17.6,23.2,102.07.06,87047.0,LA1,甘藍-初秋,109,台北一,22.8,5
2,26.0,7.0,15.5,102.07.06,7230.0,LA1,甘藍-初秋,241,三重市,15.9,5
3,25.0,15.0,18.0,102.07.06,16500.0,LA1,甘藍-初秋,260,宜蘭市,19.3,5
4,20.8,19.8,20.1,102.07.06,2362.0,LA1,甘藍-初秋,338,桃園縣,20.1,5
5,23.2,15.7,20.0,102.07.06,7807.0,LA1,甘藍-初秋,400,台中市,19.4,5
6,27.0,17.0,23.0,102.07.06,2250.0,LA1,甘藍-初秋,514,溪湖鎮,23.0,5
7,32.0,15.0,23.0,102.07.06,832.0,LA1,甘藍-初秋,540,南投市,22.78,5
8,25.4,9.6,18.0,102.07.06,223220.0,LA1,甘藍-初秋,648,西螺鎮,17.8,5
9,30.0,16.9,24.9,102.07.06,34235.0,LA1,甘藍-初秋,800,高雄市,24.3,5
10,23.0,14.9,18.7,102.07.06,9506.0,LA1,甘藍-初秋,830,鳳山市,18.8,5
11,22.6,11.5,20.3,102.07.06,16702.0,LA1,甘藍-初秋,900,屏東市,19.0,5
12,38.0,25.0,32.0,102.07.06,7004.0,LA1,甘藍-初秋,930,台東市,32.0,5
13,28.0,15.0,22.0,102.07.06,5487.0,LA1,甘藍-初秋,950,花蓮市,21.67,5
0,30.5,20.9,26.7,102.07.07,24260.0,LA1,甘藍-初秋,104,台北二,26.3,6
1,27.1,19.9,23.5,102.07.07,90583.0,LA1,甘藍-初秋,109,台北一,23.5,6
2,24.5,7.0,15.8,102.07.07,5980.0,LA1,甘藍-初秋,241,三重市,15.8,6
3,25.0,15.0,20.0,102.07.07,16500.0,LA1,甘藍-初秋,260,宜蘭市,20.0,6
4,22.0,16.0,18.7,102.07.07,1905.0,LA1,甘藍-初秋,338,桃園縣,18.7,6
5,26.4,12.2,18.2,102.07.07,11138.0,LA1,甘藍-初秋,400,台中市,18.1,6
6,27.0,17.0,23.0,102.07.07,1680.0,LA1,甘藍-初秋,514,溪湖鎮,23.0,6
7,31.0,10.0,21.0,102.07.07,1277.0,LA1,甘藍-初秋,540,南投市,20.33,6
8,25.5,10.5,18.9,102.07.07,20210.0,LA1,甘藍-初秋,648,西螺鎮,18.6,6
9,30.0,16.2,25.4,102.07.07,30149.0,LA1,甘藍-初秋,800,高雄市,24.5,6
10,22.9,12.3,16.6,102.07.07,11590.0,LA1,甘藍-初秋,830,鳳山市,16.98,6
11,23.6,12.9,21.1,102.07.07,14961.0,LA1,甘藍-初秋,900,屏東市,20.0,6
12,38.0,25.0,32.0,102.07.07,9717.0,LA1,甘藍-初秋,930,台東市,32.0,6
0,10.0,10.0,10.0,102.07.08,206.0,LA1,甘藍-初秋,512,永靖鄉,10.0,0
1,27.0,17.0,23.0,102.07.08,1610.0,LA1,甘藍-初秋,514,溪湖鎮,23.0,0
2,25.4,9.6,18.0,102.07.08,219850.0,LA1,甘藍-初秋,648,西螺鎮,17.8,0
3,32.0,10.0,15.0,102.07.08,5409.0,LA1,甘藍-初秋,950,花蓮市,19.0,0
0,27.4,15.6,22.9,102.07.09,29707.0,LA1,甘藍-初秋,104,台北二,22.3,1
1,27.1,17.6,22.6,102.07.09,102471.0,LA1,甘藍-初秋,109,台北一,22.5,1
2,21.3,7.0,13.3,102.07.09,6620.0,LA1,甘藍-初秋,241,三重市,13.7,1
3,20.0,15.0,17.0,102.07.09,16500.0,LA1,甘藍-初秋,260,宜蘭市,17.3,1
4,20.0,13.6,18.1,102.07.09,4890.0,LA1,甘藍-初秋,338,桃園縣,18.1,1
5,25.1,12.6,22.0,102.07.09,8293.0,LA1,甘藍-初秋,400,台中市,19.9,1
6,27.0,17.0,23.0,102.07.09,2120.0,LA1,甘藍-初秋,514,溪湖鎮,23.0,1
7,30.0,13.0,20.0,102.07.09,1577.0,LA1,甘藍-初秋,540,南投市,19.53,1
8,25.4,9.6,18.0,102.07.09,211270.0,LA1,甘藍-初秋,648,西螺鎮,17.8,1
9,30.0,21.9,25.3,102.07.09,28859.0,LA1,甘藍-初秋,800,高雄市,25.6,1
10,25.0,12.1,18.4,102.07.09,8430.0,LA1,甘藍-初秋,830,鳳山市,18.49,1
11,25.5,10.9,23.3,102.07.09,17281.0,LA1,甘藍-初秋,900,屏東市,21.3,1
12,38.0,25.0,32.0,102.07.09,9274.0,LA1,甘藍-初秋,930,台東市,32.0,1
13,18.0,6.0,12.0,102.07.09,6118.0,LA1,甘藍-初秋,950,花蓮市,12.2,1
0,27.7,18.0,23.9,102.07.10,42280.0,LA1,甘藍-初秋,104,台北二,23.5,2
1,28.4,19.3,24.8,102.07.10,93680.0,LA1,甘藍-初秋,109,台北一,24.4,2
2,23.6,7.0,13.0,102.07.10,6475.0,LA1,甘藍-初秋,241,三重市,13.9,2
3,23.0,15.0,18.0,102.07.10,15400.0,LA1,甘藍-初秋,260,宜蘭市,18.6,2
4,24.0,19.3,22.0,102.07.10,4060.0,LA1,甘藍-初秋,338,桃園縣,22.0,2
5,28.6,17.0,22.5,102.07.10,3847.0,LA1,甘藍-初秋,400,台中市,24.8,2
6,11.0,11.0,11.0,102.07.10,290.0,LA1,甘藍-初秋,512,永靖鄉,11.0,2
7,28.0,18.0,24.0,102.07.10,1980.0,LA1,甘藍-初秋,514,溪湖鎮,24.0,2
8,30.0,12.0,24.0,102.07.10,1088.0,LA1,甘藍-初秋,540,南投市,22.96,2
9,31.7,16.7,23.4,102.07.10,234110.0,LA1,甘藍-初秋,648,西螺鎮,23.7,2
10,29.5,21.0,25.5,102.07.10,26460.0,LA1,甘藍-初秋,800,高雄市,25.4,2
11,27.1,15.0,19.9,102.07.10,7540.0,LA1,甘藍-初秋,830,鳳山市,20.37,2
12,25.2,12.6,22.8,102.07.10,7157.0,LA1,甘藍-初秋,900,屏東市,21.2,2
13,38.0,25.0,31.0,102.07.10,7341.0,LA1,甘藍-初秋,930,台東市,31.0,2
14,19.0,10.0,15.0,102.07.10,2613.0,LA1,甘藍-初秋,950,花蓮市,15.0,2
0,41.4,25.6,36.7,102.07.11,32942.0,LA1,甘藍-初秋,104,台北二,35.4,3
1,47.2,32.1,39.8,102.07.11,75729.0,LA1,甘藍-初秋,109,台北一,39.7,3
2,32.2,7.0,7.5,102.07.11,4700.0,LA1,甘藍-初秋,241,三重市,12.3,3
3,35.0,20.0,30.0,102.07.11,14500.0,LA1,甘藍-初秋,260,宜蘭市,28.3,3
4,30.0,20.0,25.4,102.07.11,2610.0,LA1,甘藍-初秋,338,桃園縣,25.4,3
5,29.5,18.0,25.4,102.07.11,10310.0,LA1,甘藍-初秋,400,台中市,24.2,3
6,35.0,20.0,28.0,102.07.11,1970.0,LA1,甘藍-初秋,514,溪湖鎮,28.0,3
7,30.0,10.0,25.0,102.07.11,2201.0,LA1,甘藍-初秋,540,南投市,23.91,3
8,40.0,19.5,29.9,102.07.11,243915.0,LA1,甘藍-初秋,648,西螺鎮,29.9,3
9,37.1,23.4,32.2,102.07.11,29597.0,LA1,甘藍-初秋,800,高雄市,31.4,3
10,29.1,19.1,23.7,102.07.11,6000.0,LA1,甘藍-初秋,830,鳳山市,23.87,3
11,30.4,6.3,25.7,102.07.11,11053.0,LA1,甘藍-初秋,900,屏東市,22.8,3
12,38.0,25.0,31.0,102.07.11,8849.0,LA1,甘藍-初秋,930,台東市,31.0,3
13,36.7,19.3,25.9,102.07.11,8619.0,LA1,甘藍-初秋,950,花蓮市,26.7,3
0,36.1,20.5,28.1,102.07.12,78137.0,LA1,甘藍-初秋,104,台北二,28.2,4
1,40.2,21.9,32.3,102.07.12,131617.0,LA1,甘藍-初秋,109,台北一,31.8,4
2,39.0,14.7,29.5,102.07.12,10470.0,LA1,甘藍-初秋,241,三重市,28.4,4
3,35.0,20.0,30.0,102.07.12,9800.0,LA1,甘藍-初秋,260,宜蘭市,28.3,4
4,34.0,26.8,31.5,102.07.12,4448.0,LA1,甘藍-初秋,338,桃園縣,31.5,4
5,34.0,19.8,26.0,102.07.12,20730.0,LA1,甘藍-初秋,400,台中市,26.9,4
6,40.0,25.0,33.0,102.07.12,3420.0,LA1,甘藍-初秋,514,溪湖鎮,33.0,4
7,35.0,25.0,34.0,102.07.12,1329.0,LA1,甘藍-初秋,540,南投市,33.05,4
8,37.5,18.4,30.0,102.07.12,254860.0,LA1,甘藍-初秋,648,西螺鎮,29.2,4
9,44.6,32.6,39.6,102.07.12,23892.0,LA1,甘藍-初秋,800,高雄市,39.2,4
10,38.7,8.6,20.5,102.07.12,7000.0,LA1,甘藍-初秋,830,鳳山市,21.75,4
11,41.3,15.5,26.9,102.07.12,7398.0,LA1,甘藍-初秋,900,屏東市,27.5,4
12,45.0,20.0,28.0,102.07.12,7997.0,LA1,甘藍-初秋,930,台東市,28.0,4
13,19.0,5.0,10.0,102.07.12,11342.0,LA1,甘藍-初秋,950,花蓮市,11.0,4
0,33.1,11.5,22.5,102.07.13,43347.0,LA1,甘藍-初秋,104,台北二,22.4,5
1,36.2,15.2,27.2,102.07.13,111417.0,LA1,甘藍-初秋,109,台北一,26.6,5
2,22.0,6.7,13.1,102.07.13,3950.0,LA1,甘藍-初秋,241,三重市,13.6,5
3,26.7,12.7,21.1,102.07.13,6768.0,LA1,甘藍-初秋,338,桃園縣,21.1,5
4,31.3,18.3,27.1,102.07.13,26138.0,LA1,甘藍-初秋,400,台中市,25.4,5
5,34.0,22.0,28.0,102.07.13,1910.0,LA1,甘藍-初秋,514,溪湖鎮,28.0,5
6,35.0,30.0,32.0,102.07.13,1090.0,LA1,甘藍-初秋,540,南投市,30.9,5
7,40.2,24.1,34.7,102.07.13,31025.0,LA1,甘藍-初秋,800,高雄市,33.6,5
8,35.2,17.4,24.6,102.07.13,7710.0,LA1,甘藍-初秋,830,鳳山市,25.27,5
9,31.5,13.4,25.9,102.07.13,19528.0,LA1,甘藍-初秋,900,屏東市,24.5,5
10,45.0,20.0,26.0,102.07.13,13844.0,LA1,甘藍-初秋,930,台東市,26.0,5
11,18.0,4.0,16.0,102.07.13,1310.0,LA1,甘藍-初秋,950,花蓮市,14.7,5
0,37.9,23.7,32.4,102.07.14,11130.0,LA1,甘藍-初秋,104,台北二,31.8,6
1,41.6,24.6,33.0,102.07.14,45871.0,LA1,甘藍-初秋,109,台北一,33.0,6
2,35.0,35.0,35.0,102.07.14,900.0,LA1,甘藍-初秋,241,三重市,35.0,6
3,35.0,25.0,30.0,102.07.14,5630.0,LA1,甘藍-初秋,260,宜蘭市,30.0,6
4,30.0,16.0,24.3,102.07.14,480.0,LA1,甘藍-初秋,338,桃園縣,24.3,6
5,30.0,25.0,27.5,102.07.14,1340.0,LA1,甘藍-初秋,400,台中市,27.1,6
6,35.0,22.0,27.5,102.07.14,1350.0,LA1,甘藍-初秋,514,溪湖鎮,28.0,6
7,40.0,32.0,35.0,102.07.14,881.0,LA1,甘藍-初秋,540,南投市,34.75,6
8,41.9,31.3,37.9,102.07.14,21300.0,LA1,甘藍-初秋,800,高雄市,37.4,6
9,36.9,18.7,29.5,102.07.14,5880.0,LA1,甘藍-初秋,830,鳳山市,28.83,6
10,33.0,17.5,26.8,102.07.14,8179.0,LA1,甘藍-初秋,900,屏東市,26.2,6
11,45.0,20.0,30.0,102.07.14,13077.0,LA1,甘藍-初秋,930,台東市,30.0,6
0,37.0,23.0,30.0,102.07.15,1420.0,LA1,甘藍-初秋,514,溪湖鎮,30.0,0
1,32.6,18.8,25.9,102.07.15,202560.0,LA1,甘藍-初秋,648,西螺鎮,25.8,0
2,16.0,4.0,8.0,102.07.15,777.0,LA1,甘藍-初秋,950,花蓮市,9.0,0
0,28.3,10.9,17.8,102.07.16,43363.0,LA1,甘藍-初秋,104,台北二,18.5,1
1,24.6,8.3,16.4,102.07.16,123043.0,LA1,甘藍-初秋,109,台北一,16.4,1
2,17.8,7.0,11.6,102.07.16,8030.0,LA1,甘藍-初秋,241,三重市,11.9,1
3,25.0,10.0,15.0,102.07.16,7980.0,LA1,甘藍-初秋,260,宜蘭市,20.0,1
4,26.0,9.0,19.4,102.07.16,2700.0,LA1,甘藍-初秋,338,桃園縣,19.4,1
5,28.8,14.8,23.9,102.07.16,17945.0,LA1,甘藍-初秋,400,台中市,21.8,1
6,7.0,7.0,7.0,102.07.16,1044.0,LA1,甘藍-初秋,512,永靖鄉,7.0,1
7,29.0,18.0,24.0,102.07.16,2120.0,LA1,甘藍-初秋,514,溪湖鎮,24.0,1
8,31.0,25.0,29.0,102.07.16,1100.0,LA1,甘藍-初秋,540,南投市,28.45,1
9,29.2,15.9,22.6,102.07.16,190860.0,LA1,甘藍-初秋,648,西螺鎮,22.6,1
10,39.9,15.4,27.2,102.07.16,37397.0,LA1,甘藍-初秋,800,高雄市,27.4,1
11,29.4,13.7,19.3,102.07.16,9590.0,LA1,甘藍-初秋,830,鳳山市,20.19,1
12,25.4,13.2,19.4,102.07.16,21189.0,LA1,甘藍-初秋,900,屏東市,19.4,1
13,35.0,15.0,20.0,102.07.16,4260.0,LA1,甘藍-初秋,930,台東市,20.0,1
14,13.4,4.6,8.5,102.07.16,5085.0,LA1,甘藍-初秋,950,花蓮市,8.7,1
0,24.4,11.2,17.5,102.07.17,34734.0,LA1,甘藍-初秋,104,台北二,17.6,2
1,23.3,10.7,16.7,102.07.17,102541.0,LA1,甘藍-初秋,109,台北一,16.8,2
2,14.6,7.0,9.0,102.07.17,7710.0,LA1,甘藍-初秋,241,三重市,9.7,2
3,25.0,10.0,18.0,102.07.17,7890.0,LA1,甘藍-初秋,260,宜蘭市,17.6,2
4,21.0,10.5,17.6,102.07.17,5692.0,LA1,甘藍-初秋,338,桃園縣,17.6,2
5,20.9,7.5,16.0,102.07.17,18430.0,LA1,甘藍-初秋,400,台中市,13.9,2
6,27.0,17.0,23.0,102.07.17,3250.0,LA1,甘藍-初秋,514,溪湖鎮,23.0,2
7,28.0,13.0,23.0,102.07.17,1798.0,LA1,甘藍-初秋,540,南投市,22.6,2
8,27.5,16.7,22.1,102.07.17,208140.0,LA1,甘藍-初秋,648,西螺鎮,22.1,2
9,28.8,12.1,21.3,102.07.17,41670.0,LA1,甘藍-初秋,800,高雄市,21.0,2
10,25.0,11.9,16.3,102.07.17,16310.0,LA1,甘藍-初秋,830,鳳山市,17.15,2
11,22.9,9.6,16.2,102.07.17,26285.0,LA1,甘藍-初秋,900,屏東市,16.2,2
12,40.0,15.0,20.0,102.07.17,3280.0,LA1,甘藍-初秋,930,台東市,22.0,2
13,10.0,3.0,7.0,102.07.17,3015.0,LA1,甘藍-初秋,950,花蓮市,6.67,2
0,24.2,11.2,19.0,102.07.18,29382.0,LA1,甘藍-初秋,104,台北二,18.4,3
1,23.9,10.3,18.9,102.07.18,88183.0,LA1,甘藍-初秋,109,台北一,18.2,3
2,19.3,6.1,11.5,102.07.18,3370.0,LA1,甘藍-初秋,241,三重市,12.0,3
3,23.0,10.0,15.0,102.07.18,7560.0,LA1,甘藍-初秋,260,宜蘭市,16.0,3
4,20.0,18.7,19.6,102.07.18,600.0,LA1,甘藍-初秋,338,桃園縣,19.6,3
5,20.0,7.8,15.2,102.07.18,14120.0,LA1,甘藍-初秋,400,台中市,15.1,3
6,11.0,11.0,11.0,102.07.18,116.0,LA1,甘藍-初秋,512,永靖鄉,11.0,3
7,23.5,16.0,21.0,102.07.18,4070.0,LA1,甘藍-初秋,514,溪湖鎮,21.0,3
8,24.0,13.0,19.0,102.07.18,2143.0,LA1,甘藍-初秋,540,南投市,18.43,3
9,26.3,14.6,21.3,102.07.18,199520.0,LA1,甘藍-初秋,648,西螺鎮,21.0,3
10,29.2,10.2,21.6,102.07.18,39060.0,LA1,甘藍-初秋,800,高雄市,20.8,3
11,25.4,10.8,15.6,102.07.18,15790.0,LA1,甘藍-初秋,830,鳳山市,16.67,3
12,23.8,8.0,16.7,102.07.18,23400.0,LA1,甘藍-初秋,900,屏東市,16.4,3
13,35.0,15.0,15.0,102.07.18,6802.0,LA1,甘藍-初秋,930,台東市,23.0,3
14,14.0,3.0,7.0,102.07.18,3461.0,LA1,甘藍-初秋,950,花蓮市,8.0,3
0,23.1,11.7,19.1,102.07.19,36900.0,LA1,甘藍-初秋,104,台北二,18.4,4
1,25.0,10.9,18.5,102.07.19,89901.0,LA1,甘藍-初秋,109,台北一,18.3,4
2,15.1,5.9,8.6,102.07.19,7890.0,LA1,甘藍-初秋,241,三重市,9.3,4
3,23.0,10.0,15.0,102.07.19,7560.0,LA1,甘藍-初秋,260,宜蘭市,16.0,4
4,8.2,4.0,5.8,102.07.19,5280.0,LA1,甘藍-初秋,338,桃園縣,5.8,4
5,24.0,10.5,17.0,102.07.19,15561.0,LA1,甘藍-初秋,400,台中市,16.8,4
6,23.3,15.0,20.0,102.07.19,3970.0,LA1,甘藍-初秋,514,溪湖鎮,20.0,4
7,23.0,13.0,19.0,102.07.19,1989.0,LA1,甘藍-初秋,540,南投市,18.13,4
8,26.3,11.3,19.6,102.07.19,211200.0,LA1,甘藍-初秋,648,西螺鎮,19.3,4
9,30.7,9.3,20.4,102.07.19,45743.0,LA1,甘藍-初秋,800,高雄市,20.3,4
10,23.2,10.2,14.7,102.07.19,18720.0,LA1,甘藍-初秋,830,鳳山市,15.51,4
11,22.1,10.0,14.7,102.07.19,20732.0,LA1,甘藍-初秋,900,屏東市,15.3,4
12,35.0,15.0,20.0,102.07.19,7251.0,LA1,甘藍-初秋,930,台東市,24.0,4
13,5.0,2.0,4.0,102.07.19,8733.0,LA1,甘藍-初秋,950,花蓮市,4.2,4
0,24.0,11.6,19.7,102.07.20,35400.0,LA1,甘藍-初秋,104,台北二,18.9,5
1,20.9,10.6,15.5,102.07.20,144627.0,LA1,甘藍-初秋,109,台北一,15.6,5
2,20.6,7.0,15.0,102.07.20,6030.0,LA1,甘藍-初秋,241,三重市,14.5,5
3,23.0,10.0,15.0,102.07.20,8230.0,LA1,甘藍-初秋,260,宜蘭市,16.0,5
4,21.3,8.1,14.6,102.07.20,22663.0,LA1,甘藍-初秋,400,台中市,14.2,5
5,24.0,16.0,21.0,102.07.20,3390.0,LA1,甘藍-初秋,514,溪湖鎮,21.0,5
6,21.0,6.0,17.0,102.07.20,1759.0,LA1,甘藍-初秋,540,南投市,16.87,5
7,23.4,8.4,16.7,102.07.20,216840.0,LA1,甘藍-初秋,648,西螺鎮,16.4,5
8,27.7,10.3,21.9,102.07.20,36962.0,LA1,甘藍-初秋,800,高雄市,20.7,5
9,24.0,9.6,15.4,102.07.20,15470.0,LA1,甘藍-初秋,830,鳳山市,15.94,5
10,20.7,9.6,16.8,102.07.20,30329.0,LA1,甘藍-初秋,900,屏東市,16.1,5
11,32.0,15.0,15.0,102.07.20,12643.0,LA1,甘藍-初秋,930,台東市,16.0,5
12,4.0,1.0,2.0,102.07.20,13456.0,LA1,甘藍-初秋,950,花蓮市,2.33,5
0,21.2,6.8,13.8,102.07.21,50500.0,LA1,甘藍-初秋,104,台北二,13.9,6
1,20.3,7.4,14.0,102.07.21,124139.0,LA1,甘藍-初秋,109,台北一,13.9,6
2,14.7,5.0,9.4,102.07.21,14419.0,LA1,甘藍-初秋,241,三重市,9.6,6
3,23.0,10.0,15.0,102.07.21,7980.0,LA1,甘藍-初秋,260,宜蘭市,16.0,6
4,18.0,10.5,15.4,102.07.21,1000.0,LA1,甘藍-初秋,338,桃園縣,15.4,6
5,21.0,6.2,14.2,102.07.21,16318.0,LA1,甘藍-初秋,400,台中市,14.7,6
6,24.0,16.0,20.0,102.07.21,3380.0,LA1,甘藍-初秋,514,溪湖鎮,20.0,6
7,25.0,10.0,22.0,102.07.21,1122.0,LA1,甘藍-初秋,540,南投市,21.75,6
8,23.4,8.4,16.7,102.07.21,20610.0,LA1,甘藍-初秋,648,西螺鎮,16.4,6
9,26.2,10.0,19.3,102.07.21,40145.0,LA1,甘藍-初秋,800,高雄市,18.8,6
10,20.5,10.6,13.7,102.07.21,13590.0,LA1,甘藍-初秋,830,鳳山市,14.4,6
11,21.0,9.6,16.2,102.07.21,30187.0,LA1,甘藍-初秋,900,屏東市,15.9,6
12,28.0,12.0,20.0,102.07.21,6545.0,LA1,甘藍-初秋,930,台東市,22.0,6
0,26.0,17.0,22.0,102.07.22,2280.0,LA1,甘藍-初秋,514,溪湖鎮,22.0,0
1,23.3,8.4,16.7,102.07.22,227130.0,LA1,甘藍-初秋,648,西螺鎮,16.4,0
2,5.0,2.0,3.0,102.07.22,4613.0,LA1,甘藍-初秋,950,花蓮市,3.33,0
0,23.8,10.9,19.0,102.07.23,26905.0,LA1,甘藍-初秋,104,台北二,18.3,1
1,24.8,12.5,19.6,102.07.23,75229.0,LA1,甘藍-初秋,109,台北一,19.2,1
2,19.0,4.8,10.9,102.07.23,8340.0,LA1,甘藍-初秋,241,三重市,11.3,1
3,22.0,10.0,15.0,102.07.23,7230.0,LA1,甘藍-初秋,260,宜蘭市,15.6,1
4,22.4,5.3,13.7,102.07.23,16550.0,LA1,甘藍-初秋,400,台中市,12.9,1
5,23.3,15.0,20.0,102.07.23,3410.0,LA1,甘藍-初秋,514,溪湖鎮,20.0,1
6,30.0,8.0,21.0,102.07.23,944.0,LA1,甘藍-初秋,540,南投市,20.86,1
7,23.4,8.4,16.7,102.07.23,204630.0,LA1,甘藍-初秋,648,西螺鎮,16.4,1
8,26.1,7.7,18.9,102.07.23,40956.0,LA1,甘藍-初秋,800,高雄市,18.1,1
9,20.9,8.6,13.0,102.07.23,15976.0,LA1,甘藍-初秋,830,鳳山市,13.71,1
10,20.2,5.6,12.1,102.07.23,33351.0,LA1,甘藍-初秋,900,屏東市,12.4,1
11,25.0,10.0,15.0,102.07.23,9846.0,LA1,甘藍-初秋,930,台東市,15.0,1
12,5.4,1.9,3.2,102.07.23,4544.0,LA1,甘藍-初秋,950,花蓮市,3.4,1
0,22.4,10.7,17.6,102.07.24,31562.0,LA1,甘藍-初秋,104,台北二,17.2,2
1,25.3,11.6,18.8,102.07.24,70274.0,LA1,甘藍-初秋,109,台北一,18.6,2
2,15.0,6.8,12.5,102.07.24,7720.0,LA1,甘藍-初秋,241,三重市,11.9,2
3,22.0,10.0,15.0,102.07.24,8350.0,LA1,甘藍-初秋,260,宜蘭市,15.6,2
4,18.0,15.7,17.5,102.07.24,2214.0,LA1,甘藍-初秋,338,桃園縣,17.5,2
5,21.2,8.6,14.5,102.07.24,16367.0,LA1,甘藍-初秋,400,台中市,14.4,2
6,24.0,15.0,20.0,102.07.24,3920.0,LA1,甘藍-初秋,514,溪湖鎮,20.0,2
7,25.0,20.0,24.0,102.07.24,1486.0,LA1,甘藍-初秋,540,南投市,23.35,2
8,25.5,7.9,20.6,102.07.24,32125.0,LA1,甘藍-初秋,800,高雄市,19.0,2
9,20.0,10.0,14.1,102.07.24,10390.0,LA1,甘藍-初秋,830,鳳山市,14.1,2
10,21.2,10.9,16.2,102.07.24,15942.0,LA1,甘藍-初秋,900,屏東市,16.1,2
11,22.0,7.0,10.0,102.07.24,9987.0,LA1,甘藍-初秋,930,台東市,13.0,2
0,21.5,9.3,15.4,102.07.25,36481.0,LA1,甘藍-初秋,104,台北二,15.4,3
1,22.4,10.9,16.9,102.07.25,85104.0,LA1,甘藍-初秋,109,台北一,16.8,3
2,18.0,5.5,10.8,102.07.25,9240.0,LA1,甘藍-初秋,241,三重市,11.2,3
3,22.0,10.0,15.0,102.07.25,7350.0,LA1,甘藍-初秋,260,宜蘭市,15.6,3
4,21.0,19.0,20.5,102.07.25,750.0,LA1,甘藍-初秋,338,桃園縣,20.5,3
5,25.1,9.2,16.9,102.07.25,10238.0,LA1,甘藍-初秋,400,台中市,17.6,3
6,13.0,13.0,13.0,102.07.25,321.0,LA1,甘藍-初秋,512,永靖鄉,13.0,3
7,24.0,15.0,20.0,102.07.25,3370.0,LA1,甘藍-初秋,514,溪湖鎮,20.0,3
8,26.0,21.0,24.0,102.07.25,888.0,LA1,甘藍-初秋,540,南投市,23.6,3
9,20.4,7.1,13.8,102.07.25,222880.0,LA1,甘藍-初秋,648,西螺鎮,13.8,3
10,25.9,13.4,20.7,102.07.25,29260.0,LA1,甘藍-初秋,800,高雄市,20.3,3
11,20.5,11.1,14.3,102.07.25,11942.0,LA1,甘藍-初秋,830,鳳山市,14.89,3
12,19.7,11.7,14.8,102.07.25,18764.0,LA1,甘藍-初秋,900,屏東市,15.2,3
13,22.0,8.0,12.0,102.07.25,8970.0,LA1,甘藍-初秋,930,台東市,16.0,3
14,6.0,2.5,4.9,102.07.25,5040.0,LA1,甘藍-初秋,950,花蓮市,4.7,3
0,23.4,11.8,19.0,102.07.26,23716.0,LA1,甘藍-初秋,104,台北二,18.4,4
1,21.4,11.2,16.0,102.07.26,90595.0,LA1,甘藍-初秋,109,台北一,16.1,4
2,16.7,6.3,10.0,102.07.26,6250.0,LA1,甘藍-初秋,241,三重市,10.6,4
3,21.0,10.0,15.0,102.07.26,7560.0,LA1,甘藍-初秋,260,宜蘭市,15.3,4
4,20.5,9.3,15.9,102.07.26,18300.0,LA1,甘藍-初秋,400,台中市,15.6,4
5,10.0,10.0,10.0,102.07.26,1000.0,LA1,甘藍-初秋,512,永靖鄉,10.0,4
6,24.0,15.0,20.0,102.07.26,3670.0,LA1,甘藍-初秋,514,溪湖鎮,20.0,4
7,25.0,20.0,23.0,102.07.26,1510.0,LA1,甘藍-初秋,540,南投市,21.92,4
8,20.4,7.1,13.8,102.07.26,240200.0,LA1,甘藍-初秋,648,西螺鎮,13.8,4
